SESSION; TIME;RPM;THROT;LAMB;R U SP;TAR LB;OIL P;SLIP%;INJ;L/Hr;L/100K;
9 ;30:41.90 ;2958 ;1 ;13.142 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:42.00 ;2881 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:42.10 ;2929 ;1 ;12.833 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:42.20 ;2936 ;1 ;13.304 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:42.30 ;2920 ;1 ;13.333 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:42.40 ;2922 ;1 ;13.304 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:42.50 ;2957 ;1 ;13.010 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:42.60 ;2977 ;1 ;12.951 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:42.70 ;2886 ;1 ;13.333 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;30:42.80 ;2916 ;1 ;13.039 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:42.90 ;2965 ;1 ;12.848 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.6;0.0;
9 ;30:43.00 ;2985 ;1 ;12.907 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.5;0.0;
9 ;30:43.10 ;2916 ;1 ;12.936 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:43.20 ;2978 ;1 ;13.171 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.6;0.0;
9 ;30:43.30 ;3005 ;1 ;13.304 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.5;0.0;
9 ;30:43.40 ;2923 ;1 ;13.127 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:43.50 ;2925 ;1 ;12.995 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:43.60 ;3009 ;1 ;13.039 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.6;0.0;
9 ;30:43.70 ;2989 ;1 ;13.054 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.6;0.0;
9 ;30:43.80 ;2926 ;1 ;13.171 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.7;0.0;
9 ;30:43.90 ;3000 ;1 ;13.377 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.5;0.0;
9 ;30:44.00 ;2969 ;1 ;13.436 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:44.10 ;2903 ;1 ;13.245 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:44.20 ;2935 ;1 ;12.833 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:44.30 ;2993 ;1 ;12.848 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.5;0.0;
9 ;30:44.40 ;2933 ;1 ;12.995 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:44.50 ;2925 ;1 ;13.245 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:44.60 ;2944 ;1 ;13.289 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:44.70 ;2915 ;1 ;12.833 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:44.80 ;2937 ;1 ;13.054 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:44.90 ;2997 ;1 ;13.024 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.6;0.0;
9 ;30:45.00 ;2965 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:45.10 ;2908 ;1 ;13.465 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:45.20 ;2958 ;1 ;13.509 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.6;0.0;
9 ;30:45.30 ;3000 ;1 ;13.127 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.6;0.0;
9 ;30:45.40 ;2991 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.6;0.0;
9 ;30:45.50 ;2940 ;1 ;12.877 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:45.60 ;2928 ;1 ;13.010 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:45.70 ;2917 ;1 ;13.098 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:45.80 ;2883 ;1 ;13.171 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:45.90 ;2964 ;1 ;12.863 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:46.00 ;2934 ;1 ;13.157 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:46.10 ;2932 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:46.20 ;2954 ;1 ;13.245 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:46.30 ;2970 ;1 ;13.406 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:46.40 ;2929 ;1 ;13.171 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:46.50 ;2866 ;1 ;13.186 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:46.60 ;2889 ;1 ;13.039 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:46.70 ;3004 ;1 ;12.716 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.5;0.0;
9 ;30:46.80 ;2885 ;1 ;12.642 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;30:46.90 ;2850 ;1 ;12.995 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;30:47.00 ;2852 ;1 ;13.289 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.4;0.0;
9 ;30:47.10 ;2893 ;1 ;13.465 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:47.20 ;2961 ;1 ;13.406 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.6;0.0;
9 ;30:47.30 ;2975 ;1 ;13.333 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.6;0.0;
9 ;30:47.40 ;3022 ;1 ;13.157 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.7;0.0;
9 ;30:47.50 ;2999 ;1 ;13.230 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.6;0.0;
9 ;30:47.60 ;3019 ;1 ;12.774 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.5;0.0;
9 ;30:47.70 ;2875 ;1 ;12.333 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.4;0.0;
9 ;30:47.80 ;2704 ;1 ;12.186 ;0.0 ;14.700 ;43.5 ;0 ;2.35 ;2.4;0.0;
9 ;30:47.90 ;2631 ;1 ;12.172 ;0.0 ;14.700 ;43.5 ;0 ;2.34 ;2.3;0.0;
9 ;30:48.00 ;2657 ;1 ;12.539 ;0.0 ;14.700 ;43.5 ;0 ;2.35 ;2.2;0.0;
9 ;30:48.10 ;2594 ;1 ;13.304 ;0.0 ;14.700 ;43.5 ;0 ;2.33 ;2.2;0.0;
9 ;30:48.20 ;2652 ;1 ;13.230 ;0.0 ;14.700 ;43.5 ;0 ;2.34 ;2.3;0.0;
9 ;30:48.30 ;2750 ;1 ;12.583 ;0.0 ;14.700 ;43.5 ;0 ;2.36 ;2.3;0.0;
9 ;30:48.40 ;2946 ;1 ;12.510 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.7;0.0;
9 ;30:48.50 ;3354 ;1 ;12.407 ;0.0 ;14.700 ;43.5 ;0 ;2.46 ;3.2;0.0;
9 ;30:48.60 ;3821 ;1 ;12.789 ;0.0 ;14.700 ;43.5 ;0 ;2.52 ;3.7;0.0;
9 ;30:48.70 ;4231 ;1 ;13.642 ;0.0 ;14.700 ;43.5 ;0 ;2.51 ;4.0;0.0;
9 ;30:48.80 ;4452 ;1 ;13.642 ;0.0 ;14.700 ;43.5 ;0 ;2.49 ;4.2;0.0;
9 ;30:48.90 ;4498 ;1 ;13.039 ;0.0 ;14.700 ;43.5 ;0 ;2.48 ;3.9;0.0;
9 ;30:49.00 ;3627 ;18 ;12.848 ;0.0 ;14.700 ;43.5 ;0 ;3.43 ;6.6;0.0;
9 ;30:49.10 ;2895 ;13 ;13.274 ;0.0 ;14.700 ;43.5 ;0 ;2.50 ;2.2;0.0;
9 ;30:49.20 ;2899 ;1 ;13.568 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:49.30 ;2952 ;1 ;13.980 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.6;0.0;
9 ;30:49.40 ;3051 ;1 ;14.568 ;0.0 ;14.700 ;43.5 ;0 ;2.43 ;2.7;0.0;
9 ;30:49.50 ;3116 ;1 ;15.038 ;0.0 ;14.700 ;43.5 ;0 ;2.43 ;2.8;0.0;
9 ;30:49.60 ;3139 ;1 ;14.671 ;0.0 ;14.700 ;43.5 ;0 ;2.44 ;2.8;0.0;
9 ;30:49.70 ;3205 ;1 ;13.539 ;0.0 ;14.700 ;43.5 ;0 ;2.45 ;2.8;0.0;
9 ;30:49.80 ;3183 ;1 ;13.274 ;0.0 ;14.700 ;43.5 ;0 ;2.45 ;2.7;0.0;
9 ;30:49.90 ;3085 ;1 ;13.318 ;0.0 ;14.700 ;43.5 ;0 ;2.44 ;2.2;0.0;
9 ;30:50.00 ;2978 ;4 ;13.186 ;0.0 ;14.700 ;43.5 ;0 ;1.77 ;2.6;0.0;
9 ;30:50.10 ;3002 ;1 ;13.068 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.5;0.0;
9 ;30:50.20 ;2907 ;1 ;13.068 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:50.30 ;2875 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;30:50.40 ;2864 ;1 ;12.936 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:50.50 ;2885 ;1 ;13.259 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.4;0.0;
9 ;30:50.60 ;2906 ;1 ;13.201 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:50.70 ;2865 ;1 ;13.230 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:50.80 ;2897 ;1 ;13.171 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;30:50.90 ;2946 ;1 ;13.127 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.6;0.0;
9 ;30:51.00 ;3017 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.5;0.0;
9 ;30:51.10 ;2847 ;1 ;12.980 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:51.20 ;2872 ;1 ;12.877 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:51.30 ;2911 ;1 ;12.348 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.3;0.0;
9 ;30:51.40 ;2764 ;1 ;12.304 ;0.0 ;14.700 ;43.5 ;0 ;2.37 ;2.3;0.0;
9 ;30:51.50 ;2637 ;1 ;12.289 ;0.0 ;14.700 ;43.5 ;0 ;2.34 ;2.3;0.0;
9 ;30:51.60 ;2627 ;1 ;12.407 ;0.0 ;14.700 ;43.5 ;0 ;2.34 ;2.2;0.0;
9 ;30:51.70 ;2571 ;1 ;13.054 ;0.0 ;14.700 ;43.5 ;0 ;2.32 ;2.2;0.0;
9 ;30:51.80 ;2599 ;1 ;13.259 ;0.0 ;14.700 ;43.5 ;0 ;2.33 ;2.3;0.0;
9 ;30:51.90 ;2615 ;1 ;13.024 ;0.0 ;14.700 ;43.5 ;0 ;2.34 ;2.4;0.0;
9 ;30:52.00 ;2819 ;1 ;13.068 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.6;0.0;
9 ;30:52.10 ;3133 ;1 ;13.745 ;0.0 ;14.700 ;43.5 ;0 ;2.44 ;2.9;0.0;
9 ;30:52.20 ;3616 ;1 ;14.450 ;0.0 ;14.700 ;43.5 ;0 ;2.50 ;3.5;0.0;
9 ;30:52.30 ;3944 ;1 ;14.788 ;0.0 ;14.700 ;43.5 ;0 ;2.53 ;3.7;0.0;
9 ;30:52.40 ;4015 ;1 ;13.539 ;0.0 ;14.700 ;43.5 ;0 ;2.54 ;3.6;0.0;
9 ;30:52.50 ;3514 ;5 ;13.289 ;0.0 ;14.700 ;43.5 ;0 ;2.04 ;5.5;0.0;
9 ;30:52.60 ;2989 ;11 ;13.598 ;0.0 ;14.700 ;43.5 ;0 ;2.02 ;2.2;0.0;
9 ;30:52.70 ;2968 ;1 ;13.642 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.7;0.0;
9 ;30:52.80 ;3011 ;1 ;13.215 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.6;0.0;
9 ;30:52.90 ;2979 ;1 ;13.083 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.6;0.0;
9 ;30:53.00 ;2961 ;1 ;13.039 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.4;0.0;
9 ;30:53.10 ;2995 ;2 ;12.774 ;0.0 ;14.700 ;43.5 ;0 ;2.20 ;2.1;0.0;
9 ;30:53.20 ;2938 ;1 ;12.436 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:53.30 ;2870 ;1 ;12.524 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;30:53.40 ;2853 ;1 ;12.554 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;30:53.50 ;2877 ;1 ;12.613 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.4;0.0;
9 ;30:53.60 ;2903 ;1 ;13.068 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.4;0.0;
9 ;30:53.70 ;2842 ;1 ;12.995 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:53.80 ;2990 ;1 ;13.451 ;0.0 ;14.700 ;43.5 ;0 ;2.42 ;2.7;0.0;
9 ;30:53.90 ;3150 ;1 ;14.141 ;0.0 ;14.700 ;43.5 ;0 ;2.44 ;2.8;0.0;
9 ;30:54.00 ;3254 ;1 ;14.788 ;0.0 ;14.700 ;43.5 ;0 ;2.45 ;3.0;0.0;
9 ;30:54.10 ;3397 ;1 ;14.494 ;0.0 ;14.700 ;43.5 ;0 ;2.47 ;3.0;0.0;
9 ;30:54.20 ;3341 ;1 ;12.877 ;0.0 ;14.700 ;43.5 ;0 ;2.46 ;3.0;0.0;
9 ;30:54.30 ;3251 ;1 ;12.495 ;0.0 ;14.700 ;43.5 ;0 ;2.45 ;2.9;0.0;
9 ;30:54.40 ;2884 ;15 ;12.716 ;0.0 ;14.700 ;43.5 ;0 ;3.00 ;3.2;0.0;
9 ;30:54.50 ;2810 ;1 ;12.848 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.4;0.0;
9 ;30:54.60 ;2833 ;1 ;13.509 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.4;0.0;
9 ;30:54.70 ;2918 ;1 ;13.818 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:54.80 ;3078 ;1 ;14.230 ;0.0 ;14.700 ;43.5 ;0 ;2.43 ;2.8;0.0;
9 ;30:54.90 ;3132 ;1 ;14.230 ;0.0 ;14.700 ;43.5 ;0 ;2.44 ;2.9;0.0;
9 ;30:55.00 ;3239 ;1 ;13.642 ;0.0 ;14.700 ;43.5 ;0 ;2.45 ;2.9;0.0;
9 ;30:55.10 ;3192 ;1 ;13.142 ;0.0 ;14.700 ;43.5 ;0 ;2.45 ;2.9;0.0;
9 ;30:55.20 ;3108 ;1 ;13.127 ;0.0 ;14.700 ;43.5 ;0 ;2.44 ;2.8;0.0;
9 ;30:55.30 ;2987 ;9 ;13.304 ;0.0 ;14.700 ;43.5 ;0 ;2.05 ;2.3;0.0;
9 ;30:55.40 ;2944 ;1 ;13.039 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:55.50 ;2917 ;1 ;13.024 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:55.60 ;2803 ;1 ;13.083 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;30:55.70 ;2832 ;1 ;12.804 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;30:55.80 ;2861 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:55.90 ;2862 ;1 ;13.083 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.4;0.0;
9 ;30:56.00 ;2815 ;1 ;13.230 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.4;0.0;
9 ;30:56.10 ;2792 ;1 ;13.083 ;0.0 ;14.700 ;43.5 ;0 ;2.37 ;2.5;0.0;
9 ;30:56.20 ;2811 ;1 ;13.024 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;30:56.30 ;2853 ;1 ;13.068 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;30:56.40 ;2954 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:56.50 ;2922 ;1 ;12.936 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:56.60 ;2861 ;1 ;13.274 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;30:56.70 ;2890 ;1 ;13.127 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;30:56.80 ;2911 ;1 ;12.936 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:56.90 ;2946 ;1 ;13.054 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:57.00 ;2895 ;1 ;13.098 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:57.10 ;2839 ;1 ;13.068 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;30:57.20 ;2867 ;1 ;13.230 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:57.30 ;2894 ;1 ;13.024 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:57.40 ;2928 ;1 ;12.774 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:57.50 ;2870 ;1 ;12.907 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:57.60 ;2829 ;1 ;12.995 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;30:57.70 ;2884 ;1 ;13.245 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.4;0.0;
9 ;30:57.80 ;2880 ;1 ;13.274 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:57.90 ;2885 ;1 ;13.010 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:58.00 ;2893 ;1 ;13.127 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:58.10 ;2956 ;1 ;13.157 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:58.20 ;2931 ;1 ;12.965 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:58.30 ;2895 ;1 ;13.157 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:58.40 ;2845 ;1 ;13.171 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:58.50 ;2828 ;1 ;12.951 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.4;0.0;
9 ;30:58.60 ;2876 ;1 ;13.024 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.4;0.0;
9 ;30:58.70 ;2827 ;1 ;12.745 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.4;0.0;
9 ;30:58.80 ;2816 ;1 ;12.907 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;30:58.90 ;2825 ;1 ;12.877 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;30:59.00 ;2902 ;1 ;13.333 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:59.10 ;2889 ;1 ;12.965 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.4;0.0;
9 ;30:59.20 ;2848 ;1 ;13.127 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:59.30 ;2916 ;1 ;13.245 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;30:59.40 ;2961 ;1 ;13.215 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:59.50 ;2879 ;1 ;13.010 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;30:59.60 ;2843 ;1 ;13.392 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;30:59.70 ;2896 ;1 ;13.362 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;30:59.80 ;2973 ;1 ;12.995 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;30:59.90 ;2866 ;1 ;12.980 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;31:00.00 ;2837 ;1 ;13.083 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;31:00.10 ;2910 ;1 ;13.127 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;31:00.20 ;2913 ;1 ;13.259 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;31:00.30 ;2928 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;31:00.40 ;2879 ;1 ;13.098 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;31:00.50 ;2933 ;1 ;13.142 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.6;0.0;
9 ;31:00.60 ;2907 ;1 ;13.142 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;31:00.70 ;2908 ;1 ;13.083 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;31:00.80 ;2846 ;1 ;13.259 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;31:00.90 ;2886 ;1 ;13.201 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;31:01.00 ;2931 ;1 ;13.068 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.4;0.0;
9 ;31:01.10 ;2950 ;1 ;12.995 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.4;0.0;
9 ;31:01.20 ;2819 ;1 ;13.201 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;31:01.30 ;2875 ;1 ;12.980 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;31:01.40 ;2929 ;1 ;13.186 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;31:01.50 ;2953 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;31:01.60 ;2884 ;1 ;13.112 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;31:01.70 ;2856 ;1 ;13.171 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.6;0.0;
9 ;31:01.80 ;2951 ;1 ;13.304 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.6;0.0;
9 ;31:01.90 ;2937 ;1 ;13.362 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;31:02.00 ;2837 ;1 ;13.024 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;31:02.10 ;2866 ;1 ;13.068 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;31:02.20 ;2911 ;1 ;12.907 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;31:02.30 ;2965 ;1 ;12.804 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
9 ;31:02.40 ;2888 ;1 ;13.068 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;31:02.50 ;2818 ;1 ;13.304 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;31:02.60 ;2828 ;1 ;12.995 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.4;0.0;
9 ;31:02.70 ;2829 ;1 ;13.186 ;0.0 ;14.700 ;43.5 ;0 ;2.38 ;2.5;0.0;
9 ;31:02.80 ;2904 ;1 ;12.965 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;31:02.90 ;2933 ;1 ;13.127 ;0.0 ;14.700 ;43.5 ;0 ;2.40 ;2.5;0.0;
9 ;31:03.00 ;2870 ;1 ;13.274 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;31:03.10 ;2847 ;1 ;13.142 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;31:03.20 ;2960 ;1 ;13.333 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.4;0.0;
9 ;31:03.30 ;2899 ;1 ;13.245 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.5;0.0;
9 ;31:03.40 ;2859 ;1 ;12.921 ;0.0 ;14.700 ;43.5 ;0 ;2.39 ;2.6;0.0;
9 ;31:03.50 ;2971 ;1 ;13.039 ;0.0 ;14.700 ;43.5 ;0 ;2.41 ;2.5;0.0;
